format,typ_2026,titel,beschreibung,slot_ref
masterclass,Masterclass,Top-Berater ohne 100-Stunden-Wochen: was High-Performer davon lernen können,"Bitte hier bewerben: https://tinyurl.com/53f8nx2h

Manche Menschen liefern konstant starke Ergebnisse - und wirken dabei trotzdem fokussiert statt ausgebrannt. Nicht, weil sie härter arbeiten, sondern weil sie klarer denken, besser priorisieren und ihre Energie gezielt einsetzen. In diesem Talk zeigt dir Tim Felten, wie High Performer Verantwortung übernehmen, ohne sich im Dauerstress zu verlieren - und wie du diese Prinzipien sofort in deinen Alltag übersetzt.

Das nimmst du mit:

- Wie du strukturiertes Denken nutzt, um Komplexität schnell in klare Entscheidungen zu übersetzen 
- Ein Priorisierungs-System, das „wichtig“ von „laut“ trennt - und dir Richtung gibt 
- Effiziente Arbeitsroutinen für Meetings, Mails und To-dos, die Zeit schaffen statt Zeit fressen 
- Wie du Fokus, Energie und Erwartungen aktiv managst - als Future Skill für nachhaltiges Leadership 

Tim bringt dafür über 12 Jahre Strategie- und Projektpraxis (u. a. Roland Berger) und heutige CEO-Erfahrung mit. Du gehst raus mit Tools, die Ambition in Richtung verwandeln - und dem Mut, smarter statt länger zu arbeiten.",SL035
masterclass,Masterclass,Trust is the Target: Wie du Vertrauen in der Wirtschaftsprüfung schützt,"Bitte hier bewerben: https://tinyurl.com/53f8nx2h

Vertrauen entsteht heute nicht mehr nur durch gute Zahlen - sondern durch sichere Systeme, klare Verantwortung und den Mut, auch Unsichtbares prüfbar zu machen. In dieser Masterclass schaust du hinter die Kulissen digitaler Geschäftsmodelle und verstehst, warum Digital Trust zur Basis von Märkten, Prüfungsqualität und Leadership wird.

Das nimmst du mit: 
- Wie Cybercrime, Datenhandel und Geopolitik zusammenwirken - und was das fürs Risikobild von Unternehmen bedeutet 
- Welche digitalen Risiken in nahezu jedem Geschäftsmodell stecken (auch ohne „Tech“-Label) 
- Wie du als (angehende:r) Wirtschaftsprüfer:in Prüfungs- und Advisory-Ansätze auf Digital Trust ausrichtest 
- Welche Fragen du stellen musst, um Security, Governance und Resilienz belastbar zu beurteilen 
- Wie du Verantwortung über Compliance hinaus übernimmst - klar, professionell, zukunftsorientiert

Du gehst raus mit mehr Orientierung, wie du Vertrauen aktiv mitgestaltest: We Shape What Matters.",SL015
masterclass,Masterclass,Venture Capital Deal Structuring - Legal Essentials for Founders,"Bitte hier bewerben: https://tinyurl.com/53f8nx2h

This masterclass provides a practical and accessible deep dive into the legal structure and mechanics of venture capital financing rounds. Participants will gain an overview of typical start-up shareholding structures, commonly used financing instruments, and how a VC round is prepared, negotiated, and executed in practice. We will walk through market-standard terms such as founder vesting and highlight the legal relevance of intellectual property as a start-up’s “crown jewels”. The goal is to equip founders with the knowledge they need to confidently navigate their first (or next) financing round and avoid common legal pitfalls.",SL012
masterclass,Masterclass,Venture Client Masterclass: Gaining a Competitive Edge with Startup Technologies,"Venture Clienting is one of the fastest ways for startups to land enterprise customers - and for corporates to access cutting-edge innovation. In this masterclass, you'll learn how to strategically leverage venture clienting to build meaningful business relationships, accelerate your go-to-market and gain a real competitive edge. Whether you're on the startup or corporate side - this is the playbook for turning first contact into long-term success.",SL163
masterclass,Masterclass,Von der Idee zum Business: Dein Gründungs-Fahrplan 2026,"Bitte hier bewerben: https://tinyurl.com/53f8nx2h

Du hast eine Idee - und trotzdem bleibt der erste Schritt oft der schwerste: Nicht, weil dir Mut fehlt, sondern weil Formalitäten, Finanzen und Entscheidungen gleichzeitig anklopfen. In dieser Session mit Qonto und beglaubigt.de bekommst du Orientierung, die dich schnell ins Handeln bringt - klar, digital und ohne unnötige Umwege.

Das nimmst du mit: 
- Rechtsform-Check: Wie du die passende Rechtsform für dein Vorhaben wählst - inkl. typischer Fallstricke 
- Online gründen: Welche Schritte du brauchst, um in wenigen Tagen komplett digital zu starten 
- Finanzen im Griff: Wie du Konten, Zahlungsflüsse und Basics so aufsetzt, dass du von Anfang an professionell arbeitest 
- Q&A mit Substanz: Konkrete Antworten auf deine Situation - direkt von den Expert:innen aus Gründung & Business-Finanzen 

Geh raus mit Klarheit, triff Entscheidungen mit Verantwortung - und starte, statt weiter zu warten.",SL030
panel,Panel,Autonomie im All: Braucht Deutschland mehr eigene Satelliten?,"Kein GPS, kein Internet - ohne Satelliten wäre unsere moderne Welt nicht funktionsfähig. Über 14.000 aktive Satelliten umkreisen laut ESA derzeit die Erde, viele davon gehören Elon Musks Firma SpaceX. Doch auch Russland, China und andere Nationen bauen ihre Präsenz im All aus. Der Orbit wird zunehmend zum geopolitischen Schauplatz: Die Technik dort dient nicht mehr nur der Kommunikation und Forschung, sondern zunehmend der Überwachung und der Verteidigung. Seit 2025 verfügt auch Deutschland über eine nationale Weltraumsicherheitsstrategie. Wer hat Zugang zum All? Wie arbeiten deutsche Unternehmen daran, ihre Technologien in die Erdumlaufbahn zu bringen? Welche Rolle spielen internationale Partner? Schließt „New Space“ die Defence-Lücke, oder entstehen neue Abhängigkeiten?",SL121
panel,Panel,"Breaking Barriers in Deep Tech - Female Founders on Funding, Scaling & Role Models","Deep tech is hard. Being a female founder makes it harder. Women receive less than 2% of VC funding - in deep tech, it's even worse. Female deep tech founders share their unfiltered stories: How do you raise capital when investors doubt you? Scale hardware when networks are male-dominated? And become the role model you never had? Honest talk about bias, resilience, and what needs to change. For everyone who believes talent has no gender - but knows the system doesn't agree yet.",SL155
panel,Panel,Corporate × Startup: Building a Strong Future Together,"Corporates have resources, startups have speed - but collaboration often fails. Otto Group CEO Petra Scharner-Wolff and Project A's Florian Heinemann reveal what actually works. How do you bridge cultures? When should corporates invest vs. partner? What do startups need from corporates - and vice versa? Real talk from both sides on building partnerships that create value, not just press releases. The playbook for successful corporate-startup collaboration.",SL138
panel,Panel,"Das Unicorn-Playbook - zwei der erfolgreichsten Gründer über Trends, Updates & Ausblick 2027","Was braucht es, um in Deutschland ein Unicorn zu bauen? Tarek Müller (About You) und Philipp Schröder (1KOMMA5°) haben es geschafft - in E-Commerce und CleanTech. Die beiden Hamburger Gründer diskutieren: Welche Branchen explodieren bis 2027? Welche Skills brauchen Young Professionals? Wie zieht man Funding an? Warum funktioniert Hamburg - und wo muss Deutschland aufholen? Exit vs. Empire: Wann verkauft man, wann kämpft man weiter? Zwei Wege, ein Ziel: Zeigen, dass Deutschland groß denken kann.",SL050
panel,Panel,Deep Tech Made in Hamburg - From Lab to Global Market,"Hamburg is emerging as a leading Deep Tech hub. Prof. Dr. Wim Leemans (DESY), renowned plasma accelerator pioneer, and Prof. Dr. Blanche Schwappach-Pignataro (UKE), Dean and molecular biologist, discuss how to translate breakthrough research into global impact. Learn about Hamburg's Deep Tech ecosystem, scaling research into commercial ventures, and career paths for sciencepreneurs moving from academia to industry. Discover how fundamental science becomes breakthrough business—and why Hamburg is building the future, one lab at a time.",SL146
panel,Panel,Die Energie-Transformation braucht Macher:innen - jetzt erst recht,"Die Energiewende steht unter Druck - vor allem politisch. Doch erneuerbare Energien sind unsere Zukunft, wenn wir unsere Lebensgrundlagen, Sicherheit und Unabhängigkeit schützen wollen, (das zeigt uns nicht nur der Iran-Krieg). Klimaaktivistin Luisa Neubauer, Energieunternehmer Stefan Müller und Experte Tim Meyer diskutieren: Wie setzen wir Windräder, Netze und Speicher um - trotz politischer Widerstände? Warum braucht es jetzt Menschen, die anpacken statt abwarten? Und welche Rolle spielen Unternehmer:innen, Aktivist:innen und Zivilgesellschaft, wenn die Politik bremst? Ein Weckruf für alle, die die Energiewende nicht aufgeben - sondern ins Machen bringen.",SL057
panel,Panel,"Founder Stories - Start, Challenges & Success","Real founder challenges. Honest lessons. Practical funding insights.
 Building a startup is never a straight line. Behind every success story are difficult decisions, funding pressure, unexpected setbacks, and the constant challenge of turning momentum into real growth. In this panel, founders and startup finance experts go beyond the headline version of entrepreneurship and talk openly about what it actually takes to build a company.
With Simon Wilhelm (SCAILE Technologies) and Dr. Anne Lamp (traceless materials), the session dives into two real startup challenges, how they were tackled, and what made the difference at key moments. Together with Jan Gierkes and Stefanie Höhn from IFB Innovationsstarter, the panel also explores how targeted support, early-stage funding, and investor readiness can help founders move forward faster.
Expect honest founder lessons, practical insights, and a mini investment reality check for anyone building, planning, or financing a startup.",SL141
panel,Panel,"Gemeinsam bewegen: Sport, Purpose & Leadership",,SL101
panel,Panel,Gen Z x Millennials - Wie sich die Arbeitswelt geändert hat,,SL103
panel,Panel,Growth Stage VC: How Foundations and VCs Drive Deep Tech,"Deep tech needs patient capital - but who provides it? Visionaries Tomorrow VC Founding Partner Sebastian Pollok and Joachim Herz Foundation's Dorothea Ringe on how foundations and VCs can work together to fund the hardest problems. Why traditional VC models fail for deep tech, how impact capital bridges the gap, and what founders should know when raising growth-stage funding. A rare look at the future of deep tech financing from two pioneers shaping the ecosystem.",SL139
panel,Panel,Haltung oder Hashtag? Wie politisch dürfen Unternehmen sein?,,SL104
panel,Panel,Hamburg 2040 - Eine Stadt denkt Zukunft,"Wie sieht Hamburg in 15 Jahren aus? Zweite Bürgermeisterin Katharina Fegebank, HHLA-Arbeitsdirektor Torben Seebold und Hauptgeschäftsführer der Handelskammer Dr. Malte Heyne entwerfen die Vision: klimaneutral, digital, lebenswert. Wie transformieren wir Hafen, Mobilität und Wirtschaft? Welche Rolle spielt Hamburg als europäische Tech-Metropole? Ein inspirierendes Gespräch über Stadtentwicklung, Nachhaltigkeit und die Frage: Wie gestalten wir die Zukunft, statt sie zu erleiden?",SL052
panel,Panel,Hamburg als internationaler Karrierestandort in der Luftfahrt,"Hamburg ist nach Toulouse der zweitgrößte Standort der zivilen Luftfahrt weltweit - doch was bedeutet das konkret für junge Talente? In diesem Panel beleuchten Airbus, das Aviation-Startup Kratena und das Netzwerk Hamburg Aviation gemeinsam, welche Karrieremöglichkeiten die Luftfahrtbranche in Hamburg bietet - vom globalen Konzern über innovative Startups bis hin zum starken Branchennetzwerk. Moderiert durch Hamburg Invest erfahrt ihr, warum Hamburg der Ort ist, an dem Karrieren in der Luftfahrt abheben.",SL091
panel,Panel,How to make Impact great again,,SL107
panel,Panel,Kann man die Welt retten - mit Schokolade und Schnitzel?,,SL102
panel,Panel,KI und Demokratie - wie kann Technologie unsere Demokratie zukunftsfähig machen?,"KI verändert nicht nur die Wirtschaft - sie wird auch unsere Demokratie prägen. Doch wie genau? In diesem Panel treffen drei Perspektiven aufeinander, die zusammen das große Bild zeichnen: Tilman von OpenAI gibt Einblicke, wohin sich KI in Zukunft entwickelt und was die Technologie wirklich können wird. Maximilian von Dataport zeigt, wie KI heute schon in der deutschen Verwaltung integriert wird - und wo die größten Hürden liegen. Sophia, CMO von 1KOMMA5°, bringt die Perspektive eines Unternehmens ein, das sich aktiv für demokratisches Engagement einsetzt. Gemeinsam diskutieren sie, welche Chancen und Risiken KI für Deutschland als Staat mit sich bringt - und wie Technologie unsere Demokratie nicht schwächen, sondern stärken kann.",SL109
panel,Panel,Laterale Führung und Verbindung - Führungskräfte der neusten Generation,,SL108
panel,Panel,"Marketing für die nächste Generation: Werte, Tempo, Relevanz",,SL105
panel,Panel,"Move Fast, Stay Responsible - AI Transformation When Failure Is Not an Option","KI in kritischen Systemen: Wie führt man KI-Transformation durch, wenn Fehler Leben kosten können? TK-Vorstandsvorsitzender Dr. Jens Baas, Digitalstaatsrätin Dr. Katrin Suder und Parloa-Gründer Malte Kosub diskutieren, wie Gesundheit, Verwaltung und Tech verantwortungsvoll KI einsetzen. Zwischen Tempo und Sicherheit, Innovation und Regulierung - ein Panel über die Balance zwischen „Move Fast"" und „Do No Harm"" in hochsensiblen Bereichen.",SL040
panel,Panel,No Title Needed - Was Karriere wirklich prägt,"Was, wenn die entscheidenden Momente deiner Karriere gar nichts mit Planung zu tun haben, sondern mit Haltung? In diesem Panel geht es nicht um Karriere-Checklisten, sondern die Frage: Welche Kultur, welches Umfeld und welche Entscheidungen machen am Ende wirklich den Unterschied? 

Gemeinsam mit Moderator Toni Willkommen sprechen Judith Scholten und Julia Weber darüber, warum frühe Verantwortung in der Karriere kein Zufall ist, sondern das Ergebnis von vertrauensvoller Unternehmenskultur und warum Freiheit nur dann wirkt, wenn man sie aktiv nutzt. 

Die Teilnehmenden erfahren, wie Karrieren dort wachsen, wo Menschen Verantwortung übernehmen, warum der eigene Weg Haltung und Initiative braucht und wieso der Karrierestart in einer Agentur bedeutet, immer am Puls der Zeit zu sein und damit oft auch den entscheidenden Wissensvorsprung zu haben.",SL093
panel,Panel,Olympische und Paralympische Spiele in Hamburg. Eine Chance für alle.,"Im Fokus steht die Frage, welche Chancen Olympische und Paralympische Spiele für Hamburg bieten können: sportlich, gesellschaftlich und wirtschaftlich. Ehemalige Olympioniken aus Schwimmen und Hockey bringen ihre persönlichen Erfahrungen ein und diskutieren gemeinsam mit der Projektperspektive, wie ein solches Sportereignis als inklusiver Impulsgeber für die Stadt wirken kann. Das Panel beleuchtet, wie die Spiele Hamburger inspirieren, Teilhabe stärken und nachhaltige Entwicklungen in der Hansestadt anstoßen können.",SL159
panel,Panel,Quantum & Leadership - How Quantum Computing Changes Everything,"Quantum isn't coming - it's here. DLR's Robert Axmann and leading quantum experts discuss how quantum computing will transform industries, economies, and leadership itself. What can quantum actually do today? Which industries benefit first? And how should leaders prepare for a post-classical computing world? From cryptography to drug discovery, this panel explores the quantum revolution and what it means for the next generation of founders and decision-makers.",SL140
panel,Panel,Raising the Ambition and Building the new European Industries,"Europe doesn't need copies - Europe needs its own champions. Judith Dada (Visionaries Club) and Lennard Schmid (Langdock) on the new generation of European tech builders. Why we must stop imitating Silicon Valley and leverage our strengths: deep tech, regulation as advantage, sustainable innovation. How to raise ambition, retain talent, and build tomorrow's industries in Europe. A wake-up call for more European confidence.",SL048
panel,Panel,"Robotics in Germany - Research, Industry, Startups","Germany is a robotics powerhouse - in research and industry. But where are the unicorns? Leading voices from Fraunhofer, corporate innovation labs, and robotics startups discuss the state of German robotics. Why does world-class research struggle to become world-class companies? What's holding back commercialization? And how can Germany leverage its strengths to build the next generation of robotics champions? A critical conversation about bridging the gap from lab to market.",SL153
panel,Panel,"Sales: Der Skill, der deine Karriere verändert","Du verkaufst jeden Tag - oft ohne es so zu nennen: deine Ideen, deine Prioritäten, manchmal sogar dich selbst. Sales ist deshalb kein „Job für die Extros“, sondern ein Future Skill, der dir Richtung gibt, wenn Ambition auf Realität trifft.

Das nimmst du aus dem Panel mit:

- Wie du die Kernmechaniken von Sales (Zuhören, Bedarf verstehen, Klarheit schaffen) auf Bewerbung, Führung und Stakeholder-Management überträgst 
- Welche Unterschiede und Learnings in Consumer Product, Agency und Software liegen - und welches Umfeld zu dir passt 
- Wie du Einwände in konstruktive Gespräche verwandelst, ohne Druck aufzubauen 
- Welche Sales-Skills dir schnell Verantwortung ermöglichen - auch ohne formale Führung 

Die drei Expert:innen bringen Perspektiven aus drei Vertriebswelten zusammen und machen Skills greifbar, die in jeder Karriere zählen. Geh raus und gestalte deine Zukunft aktiv - mit Klarheit, Mut und Wirkung.",SL172
panel,Panel,Scaling Deep Tech - How Can Germany Win in the Global Race?,Germany has world-class research - but struggles to scale it. UnternehmerTUM CEO Helmut Schönenberger and Impossible Founders CEO Arik Willner on why Europe is losing the global deep tech race - and how to turn it around. What do founders need? Where does funding fail? How do we compete with China and the US? A brutally honest conversation about Germany's innovation bottlenecks and the concrete steps needed to build the next generation of deep tech champions.,SL137
panel,Panel,Sprungbrett in die Führungsetage - Die Rolle des Vorstandsassistent als Karrierebooster,"Millionendeals, strategische Weichenstellungen, Entscheidungen, die ganze Branchen bewegen - all das passiert im Vorstand hinter verschlossenen Türen. Und es gibt eine Rolle, die euch direkten Zugang zu genau diesen Räumen verschafft. Als Vorstandsassistenz sitzt ihr an der Seite derer, die Strategie, Richtung und Zukunft eines Unternehmens bestimmen. Eine Rolle, die so fordernd wie lehrreich ist - und für ambitionierte Talente einer der stärksten Karriere-Booster überhaupt. In diesem Panel erfahrt ihr, was die Position wirklich bedeutet, welche Türen sie öffnet und warum sie der vielleicht smarteste Einstieg in die Unternehmensführung ist.

Das nimmst du mit: 
- Was die Rolle im Alltag wirklich ausmacht - jenseits von Kalender & PowerPoint 
- Welche Future Skills du dort besonders schnell entwickelst (Priorisieren, Kommunikation, Stakeholder-Management, Entscheidungslogik) 
- Wie du aus Nähe zur Führung echte Verantwortung übernimmst, ohne dich aufzureiben 
- Welche Karrierepfade sich öffnen - und wie du sie aktiv steuerst (Where ambition meets direction) 
- Woran du erkennst, ob diese Rolle zu dir passt - und wie du dich überzeugend positionierst 

Die Panelgäste bringen Praxis aus der Vorstands- und Strategiewelt mit und machen transparent, wie man in dieser Rolle Wirkung entfaltet. Geh raus mit Klarheit, Mut und einem Plan für deinen nächsten Schritt.",SL094
panel,Panel,Was für ein Gründer:innentyp bist du? Start-up und Franchise im Vergleich,"Gründen hat viele Facetten. Das Panel zeigt verständlich und praxisnah, worin sich Start-up und Franchise unterscheiden, welche Vorteile beide Modelle bieten und wie du entscheiden kannst, welcher Gründungsstil deinem Mindset und deinem Alltag entspricht.",SL120
panel,Panel,Wenn die Chemie stimmt - Nachhaltigkeit als Innovationstreiber in der Industrie,"Die Chemieindustrie verursachte 2024 14 Prozent aller CO2-Emissionen im Industriesektor. Was muss sich ändern, um die Branche nachhaltiger zu machen? Start-Ups und Unternehmen arbeiten bereits an Lösungen. Welche Beispiele aus der Praxis gibt es, um Nachhaltigkeit messbar zu machen? Und wie bleiben chemische Produkte im wirtschaftlichen Kreislauf?",SL126
panel,Panel,"Werte in der Krise - Wie wir Brücken bauen, wenn die Gesellschaft auseinanderdriftet","Polarisierung, Vertrauensverlust, Spaltung - wie halten wir die Gesellschaft zusammen? Unternehmer Dr. Michael Otto, Politikerin Julia Becker und Bischöfin Kirsten Fehrs im Dialog über Werte, Verantwortung und Zusammenhalt. Welche Rolle spielen Wirtschaft, Politik und Kirche in Krisenzeiten? Wie schaffen wir Räume für Dialog statt Konfrontation? Ein bewegendes Gespräch über die Frage, die uns alle betrifft: Was hält uns als Gesellschaft noch zusammen?",SL046
panel,Panel,Women in Tech - Was ist bei dem ganzen KI-Wahn noch echt?,,SL106
pitch_battle,Startup Pitch,How Germany Is Driving the New Space Ecosystem to the Next Level,"Space is no longer sci-fi - it's business. Germany's New Space ecosystem is booming with startups building satellites, launch systems, and space infrastructure. Watch the next generation of space founders pitch live on stage. From orbital logistics to Earth observation, from propulsion tech to space sustainability - these startups are literally reaching for the stars. Who will win? You decide. The future of space is being built in Germany - right now.",SL149
pitch_battle,Startup Pitch,Startup Pitch Battle,,SL156
podcast,Live-Podcast,"Aufstieg durch Leistung? Drei Karrierewege zwischen Fleiß, Talent und Timing","Leistung lohnt sich - oder? Drei Menschen, drei Karrieren, drei Wahrheiten. Im Live-Podcast diskutieren David Döbele, Andreas Klassen und Cihan Sügür offen: Wie viel zählt wirklich Fleiß? Wann ist Talent entscheidend? Und welche Rolle spielt Glück, Timing oder das richtige Netzwerk? Zwischen Meritokratie-Mythos und harter Realität - ein ehrliches Gespräch über Aufstieg, Chancen und die Frage: Ist Erfolg verdient oder Zufall? Ungefiltert, persönlich und garantiert kontrovers.",SL096
podcast,Live-Podcast,Career Path navigation - how to set yourself up for a fulfilling career,"Wie baut man eine Karriere auf, die wirklich erfüllt - nicht nur auf dem Papier, sondern im echten Leben? In diesem Panel teilen zwei Frauen mit außergewöhnlichen Karrierewegen ihre Erfahrungen. Nina von Google, Host des Tech & Leadership Podcast AccessAllAreas, gibt Einblicke in bewusste Karrieregestaltung im Live-Podcast mit Christine Prauschke, C-Level in unterschiedlichen Branchen und von Startup bis Konzern, teilt ihre Learnings aus einem Karriereweg mit überraschenden Moves trotz rotem Faden. Gemeinsam zeigen sie, wie man kluge Karriereentscheidungen trifft, wann der richtige Moment für Veränderung ist und was es braucht, um einen Weg zu gehen, der zu einem passt.",SL170
podcast,Live-Podcast,"Führen mit Verantwortung: Perspektiven auf Macht, Geld und Gesellschaft. Ein ZEIT-Live-Podcast.","Mit Antje von Dewitz und Sebastian Klein beleuchten wir, wie sich Unternehmertum über verschiedene Generationen hinweg verändert. Wir sprechen über die Herausforderungen und Chancen beim Gründen und Führen von Unternehmen, über Arbeitsbelastung, Verantwortung und persönliche Grenzerfahrungen.",SL125
side_event,Side-Event,Betriebsgeheimnis: Wie du Vertrauen zur Stärke machst,,SL162
side_event,Side-Event,Croissants & Change: Dein Frühstück für Impact-Gründung U30,"Du möchtest die Zukunft unternehmerisch mitgestalten? Hast eine innovative Idee, wie das gelingen kann? Dann bist du beim Körber Start-Hub genau richtig. Ob noch als Gründungsidee im Kopf oder frisch gegründet: Mit Fachwissen von Expert:innen, einem starken Netzwerk und viel Raum baust du hier dein eigenes Social Startup auf.

Gemeinsam starten wir mit einem Frühstück in den zweiten Summit-Tag. Dabei lernst du nicht nur den Hub in der HafenCity und die kostenfreien Angebote kennen, sondern vernetzt dich auch mit anderen jungen Gründungsinteressierten. Gute Aussichten inklusive: Mit etwas Glück kannst du dir mit deiner Gründungsidee einen Platz auf der Shortlist des einjährigen Gründungsprogramms, dem Next.Gen Inkubator, sichern.

Das Angebot richtet sich an Gründungsinteressierte und junge Gründer:innen U30 aus dem Social Business Bereich.",SL006
side_event,Side-Event,Croissants & Change: Dein Frühstück für Impact-Gründung U30,"Moin Cornelius,

klar - wir hinterlegen den Anmeldelink gern:

https://koerber-starthub.de/veranstaltungen/croissants-change-fruehstueck-fuer-impact-gruendungsinteressierte-u30/

Guter Punkt mit der Warteliste: So bleibt ihr flexibel in der Anmeldung und könnt die Kapazität bei Bedarf unkompliziert anpassen. Wenn du magst, sag kurz Bescheid, wie der Link genannt werden soll (z. B. „Anmeldung“, „Jetzt Platz sichern“) und ob wir zusätzlich einen Hinweis wie „begrenzte Plätze / Warteliste möglich“ setzen sollen.",SL007
side_event,Side-Event,Exklusives Netzwerkpartner Pre-Event - ChefTreff x KLU,"Hinweis: Das Event ist exklusiv für unsere Netzwerkpartner und nicht öffentlich zugänglich.

Am Vorabend des FUTURE LEADERS SUMMIT 2026 feiern wir gemeinsam mit unseren Netzwerkpartnern den Auftakt in ein inspirierendes Wochenende voller Begegnungen und neuer Perspektiven. Die Kühne Logistics University Hamburg öffnet exklusiv für unsere Partner ihre Türen und bietet einen Abend mit spannenden Keynotes, neuen Impulsen und offenen Gesprächen bei Food & Drinks.",SL005
side_event,Side-Event,"Founders Running Club: Connect, Lead, Grow","Du kommst aus einem vollen Arbeitstag - und trotzdem willst du raus, den Kopf frei kriegen und Menschen treffen, die ähnlich ticken. Genau hier setzt der Founders Running Club an: ein unkomplizierter Wochen-Run, der Bewegung und Community verbindet - und danach bei Kaffee in echte Gespräche übergeht.

Das nimmst du mit: 
- Eine Routine, die Energie, Fokus und Resilienz stärkt - ohne Leistungsdruck 
- Networking, das sich natürlich anfühlt: Side-by-side statt Small Talk im Kreis 
- Wie du Tempo, Pacer und Struktur nutzt, um dranzubleiben (auch als Busy Founder) 
- Neue Kontakte aus Tech, VC, Creative & Start-up-Welt - international, English-speaking 

Komm wie du bist, lauf dein Tempo - und gestalte die Community aktiv mit.",SL157
side_event,Side-Event,Future Leader Summit 2026 Closing,"Zwei Tage voller Inspiration, Innovation und Impact gehen zu Ende - aber die Reise fängt jetzt erst an. Beim Closing des Future Leader Summit 2026 blicken wir gemeinsam zurück auf die wichtigsten Learnings, die stärksten Momente und die Menschen, die dieses Event unvergesslich gemacht haben. Wir feiern die Community, die hier entstanden ist, und geben einen Ausblick auf das, was kommt. Denn der Summit endet - aber das Netzwerk, die Ideen und der Mut, die Zukunft zu gestalten, bleiben. Ein letzter Impuls, bevor ihr rausgeht und das Gelernte in die Tat umsetzt. Danke, dass ihr dabei wart. Bis zum nächsten Jahr - als noch stärkere Future Leaders.",SL065
side_event,Side-Event,Future Leaders Award Verleihung,"Die mutigsten Talente, innovativsten Projekte, stärksten Initiativen - heute werden sie ausgezeichnet! Der Future Leaders Award 2026 ehrt die Next Generation aus Wirtschaft, Wissenschaft, Tech und Social Impact. Nach hunderten Bewerbungen, tausenden Votes und packenden Finalistinnen-Pitches kürt unsere Jury jetzt die Gewinnerinnen. Wer gestaltet die Zukunft? Wer übernimmt Verantwortung? Wer inspiriert eine ganze Generation? Jetzt wird es offiziell. Let's celebrate leadership!",SL051
side_event,Side-Event,MOVE. Social Cleanup Run,"Hamburg, du läufst ohnehin - warum nicht gleich mit Wirkung? Beim Social Cleanup Run mit adidas Runners Hamburg und dreamactive verbindest du eine entspannte 5-km-Runde mit echtem Impact: one pace, one group, null Druck - dafür Community und ein gemeinsames Ziel.

Das nimmst du mit: 
- Wie du Verantwortung ganz praktisch in deinen Alltag integrierst - ohne extra „Zeitfenster“ 
- Warum Community ein Future Skill ist: gemeinsam organisieren, motivieren, dranbleiben 
- Wie du aus kleinen Aktionen messbaren Impact machst (Cleanup-Insights von oclean) 
- Teamspirit durch eine spielerische Cleanup-Challenge - inklusive Siegerteam & Preisen 

Du musst kein Laufprofi sein: Jede Pace zählt. Komm mit, bring Menschen mit - und gestalte Zukunft in Bewegung.",SL004
side_event,Side-Event,"PhD Breakfast Club: Austausch, Fokus, Future Skills","Du stehst kurz vor dem Ende deiner Promotion - und merkst, dass du Lust auf Wirkung jenseits von Papers und Lab Meetings hast? Beim **PhD Breakfast Club by bpc** triffst du MINT-Promovierende und promovierte Consultants, die den Wechsel aus der Forschung in die **SAP-Beratung** bereits gegangen sind - offen, nahbar und ohne Klischees.

Das nimmst du mit:

- Wie sich wissenschaftliches Denken in Beratung in **klare Entscheidungen und echte Umsetzung** übersetzt 
- Welche **Future Skills** dir als PhD besonders helfen: Strukturieren, Stakeholder verstehen, Priorisieren 
- Ein realistisches Bild davon, wie SAP-Projekte funktionieren - **jenseits von PowerPoint-Mythen** 
- Raum für deine Fragen: Einstieg, Alltag, Entwicklung, Verantwortung, Kultur und Community 

Dazu: gutes Frühstück, Dachterrasse mit Elbblick und ehrlicher Austausch. **Komm vorbei, wenn du deine Ambition in Richtung bringen willst - Where ambition meets direction.**",SL008
side_event,Side-Event,Taste the Future (Powered by Robotics),"Taste the Future. Powered by Robotics.

Am 9. April öffnen wir im Vorfeld des Future Leader Summit unsere Türen.

Ein entspannter Abend, um neue Leute kennenzulernen, sich auszutauschen und gemeinsam in den Summit zu starten.

Zum Auftakt gibt unser CEO Hendrik einen kurzen Einblick in das, woran wir arbeiten. Danach geht es direkt ins Networking.

Und ganz nebenbei passiert das, was den Abend besonders macht:
Unser Küchenroboter bereitet live Snacks für euch zu.

Eine schöne Gelegenheit, spannende Menschen zu treffen und unsere Technologie einmal in Ruhe zu erleben.

Die Plätze sind limitiert, eine Teilnahme ist nur mit Anmeldung möglich: https://event.goodbytz.com

Wir freuen uns auf euch.",SL158
